"time","loss","layer_0.max_depth","layer_0.min_data_in_leaf","layer_0.boosting_rounds","layer_1.input_window","layer_0.num_leaves","layer_1.min_data_in_leaf","layer_1.boosting_rounds","status","layer_1.learning_rate","layer_1.num_leaves","log","layer_0.bagging_fraction","layer_1.max_depth","layer_0.learning_rate","layer_0.input_window","error","layer_0.feature_fraction","trial"
"20.510804","0.41396756473589713","11.0","59.0","71.0","4.0","27.0","98.0","10.0","ok","0.01205134768281805","15.0","","0.8842298034864298","12.0","0.16380062325249758","0.0","","0.7538804307429764","1436"
"14.780502","0.4666453986532848","8.0","73.0","6.0","5.0","27.0","76.0","8.0","ok","0.01527992054120176","19.0","","0.2024572751696741","4.0","0.12976825878763992","1.0","","0.7175077712852057","1437"
"16.69357","0.3256776996002055","8.0","71.0","16.0","3.0","45.0","22.0","6.0","ok","0.10646592041421456","39.0","","0.5684511319697075","13.0","0.08586385460461311","1.0","","0.8190565898727469","1438"
"21.714722","0.25912094002258995","12.0","76.0","9.0","5.0","39.0","88.0","7.0","ok","0.08426527041780708","43.0","","0.32433741804556154","12.0","0.38300995433371837","3.0","","0.8407657242623534","1439"
"20.717408","0.2611378895258918","14.0","22.0","60.0","5.0","20.0","74.0","11.0","ok","0.03432299997436077","27.0","","0.34735629148321995","3.0","0.11740571834042596","1.0","","0.8881113317934375","1440"
"24.926663","0.14050955873950724","16.0","78.0","12.0","5.0","31.0","75.0","68.0","ok","0.04992194446827433","38.0","","0.20158724709558135","10.0","0.34745073784100605","2.0","","0.8403876372261345","1441"
"18.406971","0.148948812196264","12.0","47.0","18.0","5.0","12.0","79.0","15.0","ok","0.13807295965774657","18.0","","0.2256249194439718","4.0","0.15661012145540576","2.0","","0.5732063864620227","1442"
"34.782541","0.33650825103033943","13.0","28.0","72.0","4.0","33.0","17.0","8.0","ok","0.05020799439027966","28.0","","0.6599184709349776","10.0","0.1181702502500739","1.0","","0.5050454334656846","1443"
"20.924798","0.33431344605198343","14.0","54.0","17.0","4.0","39.0","49.0","14.0","ok","0.01983525892290208","18.0","","0.9394054020129483","7.0","0.12828391870945607","2.0","","0.9933277175608344","1444"
"29.261095","0.31146321991190856","12.0","28.0","74.0","3.0","25.0","49.0","6.0","ok","0.12923118875939435","49.0","","0.8656328887633361","13.0","0.13769015634248527","2.0","","0.6345299993395044","1445"
"18.508336","0.2913849398537225","9.0","24.0","38.0","4.0","16.0","49.0","22.0","ok","0.029896353601257232","25.0","","0.8358136432251323","11.0","0.4686049120354739","1.0","","0.5230188919239978","1446"
"31.574836","0.42887844522670365","14.0","22.0","74.0","3.0","29.0","86.0","12.0","ok","0.02888409161877462","28.0","","0.38101201741266955","8.0","0.3308335810656934","2.0","","0.7600830382999676","1447"
"18.300607","0.14290391124571866","8.0","24.0","29.0","4.0","14.0","89.0","57.0","ok","0.019897947780207186","27.0","","0.5756793630841448","4.0","0.1224395056431297","1.0","","0.5945850261287902","1448"
"19.904769","0.11926019755431017","15.0","79.0","17.0","3.0","17.0","71.0","65.0","ok","0.041175734724345284","7.0","","0.19392613171032336","6.0","0.30141307144710694","2.0","","0.9540665175277052","1449"
"18.798691","0.14894442305288658","14.0","23.0","18.0","4.0","6.0","84.0","18.0","ok","0.2489327515371363","35.0","","0.6747706505334582","5.0","0.24467167692064187","2.0","","0.5788398309909666","1450"
"15.284289","0.17844391909384416","15.0","53.0","12.0","3.0","19.0","79.0","70.0","ok","0.10299537596194008","19.0","","0.5500310920877116","5.0","0.13787981316331768","0.0","","0.7868836188388358","1451"
"32.170201","0.11269660043296421","10.0","36.0","75.0","4.0","16.0","52.0","32.0","ok","0.1904639072523894","21.0","","0.9741205164353223","14.0","0.1037920236273515","2.0","","0.6900118504436648","1452"
"22.313283","0.2565480884272952","8.0","43.0","28.0","4.0","11.0","75.0","6.0","ok","0.054753416277840306","8.0","","0.42258507344514284","16.0","0.23432798749257533","2.0","","0.5807708879335016","1453"
"27.851463","0.2947591931593378","15.0","59.0","39.0","4.0","31.0","29.0","68.0","ok","0.022257434100872834","12.0","","0.42490808555620163","11.0","0.4758101084440058","1.0","","0.7437260740848027","1454"
"21.425867","0.26461900851431686","16.0","47.0","37.0","5.0","41.0","35.0","8.0","ok","0.09901225802639205","27.0","","0.7178307525743117","15.0","0.16207247836845426","1.0","","0.5943135481928357","1455"
"23.318985","0.30196925057560214","8.0","43.0","20.0","4.0","9.0","71.0","29.0","ok","0.021834641262320358","39.0","","0.3876932660447501","16.0","0.12191575114163593","3.0","","0.5110431035436594","1456"
"23.141447","0.30832317810484744","12.0","27.0","55.0","4.0","22.0","66.0","8.0","ok","0.0438584089273525","40.0","","0.9792142179701627","5.0","0.14736514636916082","1.0","","0.9931638069611406","1457"
"17.79762","0.1968184484422659","15.0","51.0","10.0","4.0","34.0","46.0","39.0","ok","0.05307563827062191","24.0","","0.9344416258596119","16.0","0.31888318999717985","1.0","","0.9434270110325611","1458"
"16.691814","0.29282879281342367","11.0","49.0","69.0","4.0","18.0","30.0","5.0","ok","0.03582481674075164","20.0","","0.26379617513865483","6.0","0.0814127930169952","0.0","","0.814508468632831","1459"
"20.015801","0.4391888930113312","13.0","79.0","8.0","5.0","26.0","99.0","19.0","ok","0.010793682894691122","49.0","","0.6327273914206922","11.0","0.10701128068952569","2.0","","0.9584910664855131","1460"
"22.631955","0.2333993156903593","9.0","39.0","58.0","4.0","19.0","15.0","34.0","ok","0.025894060589243307","27.0","","0.5940980754043131","12.0","0.11828962684797087","1.0","","0.7407130212707789","1461"
"16.492459","0.3690120362567086","11.0","43.0","14.0","5.0","25.0","10.0","13.0","ok","0.01150816582233719","39.0","","0.5275763520452142","12.0","0.3783859953127369","1.0","","0.6691593988484181","1462"
"15.086926","0.1861801642800356","15.0","36.0","6.0","5.0","28.0","2.0","6.0","ok","0.23321907611744325","43.0","","0.17837771559444598","9.0","0.3835725194176049","1.0","","0.7905858842782623","1463"
"33.880918","0.13221186896956402","13.0","32.0","35.0","5.0","46.0","82.0","27.0","ok","0.18884492109743986","48.0","","0.3627613036009747","13.0","0.11070304732275346","2.0","","0.8990407078942171","1464"
"15.49573","0.19568347335158698","12.0","42.0","6.0","3.0","22.0","66.0","18.0","ok","0.0955239214976479","32.0","","0.2542870011038657","12.0","0.1271379779763272","1.0","","0.58585907301211","1465"
"14.381003","0.2691227759511295","10.0","66.0","22.0","5.0","19.0","10.0","22.0","ok","0.03802233549211758","10.0","","0.10592167601643196","7.0","0.12658779527028552","0.0","","0.980372552164446","1466"
"17.913284","0.15321031591467457","15.0","27.0","40.0","4.0","13.0","37.0","7.0","ok","0.10114522909364176","8.0","","0.7471869971774909","14.0","0.2294322999840959","1.0","","0.7211755021801187","1467"
"26.245829","0.18087666202770483","10.0","65.0","63.0","4.0","10.0","67.0","15.0","ok","0.10143493578781072","20.0","","0.1474613595310494","12.0","0.08941724693234167","2.0","","0.6949788358452234","1468"
"14.099444","0.48416270610738077","14.0","21.0","5.0","3.0","11.0","27.0","9.0","ok","0.012383122454640029","49.0","","0.1968466074613361","15.0","0.20861367366740002","1.0","","0.5964828053758474","1469"
"28.568929","0.14722161130885017","15.0","62.0","34.0","5.0","30.0","83.0","24.0","ok","0.29272360348614096","5.0","","0.7603332945074809","5.0","0.49515793699976973","3.0","","0.8097751960776609","1470"
"26.65645","0.19819400472665694","14.0","69.0","50.0","5.0","44.0","22.0","14.0","ok","0.08434899293481346","36.0","","0.31816625527298886","7.0","0.09673038441096661","1.0","","0.6933982320318699","1471"
"20.808819","0.18199217061412495","14.0","32.0","18.0","4.0","12.0","98.0","73.0","ok","0.024917644496697745","48.0","","0.8231418409783824","16.0","0.20789110838245586","0.0","","0.8420920943367497","1472"
"24.436476","0.2471404329926088","10.0","40.0","59.0","4.0","22.0","60.0","9.0","ok","0.0890123016156661","46.0","","0.8129322922389118","14.0","0.10762448681766604","0.0","","0.7434393339185411","1473"
"13.087834","0.3032116578435096","13.0","47.0","12.0","3.0","34.0","12.0","12.0","ok","0.013179829511504943","21.0","","0.4989906366474527","7.0","0.31683574804349796","0.0","","0.6717430906078998","1474"
"14.692488","0.23603726074210818","12.0","64.0","24.0","5.0","24.0","25.0","6.0","ok","0.10712717060131662","29.0","","0.16231934489725455","4.0","0.1401363249799923","0.0","","0.6591874061255958","1475"
"20.010493","0.22290030272822603","13.0","42.0","14.0","3.0","42.0","68.0","29.0","ok","0.028990343550748865","49.0","","0.748859753038726","3.0","0.2820631859391425","2.0","","0.6699674373202447","1476"
"23.634184","0.18112038140731934","9.0","22.0","15.0","5.0","30.0","90.0","43.0","ok","0.06419412727344215","38.0","","0.7855955654651172","8.0","0.19565510062966346","2.0","","0.6953040725247575","1477"
"23.423638","0.12307186129765106","13.0","22.0","13.0","5.0","25.0","55.0","57.0","ok","0.06051776916869003","6.0","","0.48283195243096133","5.0","0.13958496253851355","2.0","","0.956240628228824","1478"
"31.466213","0.3762726506971387","9.0","62.0","60.0","5.0","27.0","62.0","30.0","ok","0.018705170627923397","7.0","","0.5625857822460258","15.0","0.4703049642823585","1.0","","0.8945239520955559","1479"
"20.525347","0.11864074372374807","12.0","73.0","46.0","4.0","29.0","96.0","51.0","ok","0.08719814850761723","13.0","","0.10741535753496735","10.0","0.10319231143328456","1.0","","0.5780709670045309","1480"
"23.537159","0.2048702698929151","13.0","71.0","16.0","3.0","45.0","93.0","33.0","ok","0.0799902893721636","28.0","","0.9081249768157423","8.0","0.12534819122686075","2.0","","0.640189787172132","1481"
"24.243197","0.2818786909149487","9.0","71.0","23.0","3.0","31.0","72.0","60.0","ok","0.01199332925636771","42.0","","0.2977131665441394","6.0","0.34722537968055484","2.0","","0.81065229562279","1482"
"16.49526","0.15308682874202337","13.0","63.0","8.0","3.0","39.0","20.0","11.0","ok","0.2961677438409738","40.0","","0.2464986388955437","12.0","0.17335533826910812","1.0","","0.701208794807315","1483"
"21.930649","0.3173455973423345","12.0","28.0","6.0","4.0","30.0","19.0","16.0","ok","0.04750179673740607","35.0","","0.9435545795624717","11.0","0.10273870957167523","3.0","","0.9072196885724317","1484"
"19.720557","0.2944471204167069","10.0","21.0","11.0","5.0","46.0","48.0","44.0","ok","0.017632301673604554","13.0","","0.7953396788978437","7.0","0.49804001816118626","1.0","","0.622671683232024","1485"
"18.915374","0.311224520143411","13.0","54.0","24.0","5.0","41.0","83.0","9.0","ok","0.11047414437666367","42.0","","0.3921632090887671","2.0","0.46654292987657126","1.0","","0.5924187956948996","1486"
"25.257218","0.22247889888923547","13.0","73.0","16.0","4.0","45.0","88.0","28.0","ok","0.03914162217672648","22.0","","0.870438644961517","10.0","0.08389200911556358","3.0","","0.7727821842109452","1487"
"17.315809","0.37175948040424384","12.0","58.0","26.0","3.0","33.0","62.0","11.0","ok","0.010964941541778482","50.0","","0.3298290863804465","2.0","0.4521774172060855","1.0","","0.8573884813198809","1488"
"70.764666","0.52644350029943","13.0","23.0","71.0","4.0","49.0","100.0","12.0","ok","0.01079324008905491","31.0","","0.9380935045762848","16.0","0.26266899837460106","2.0","","0.7080920122440622","1489"
"27.763149","0.46622900302925946","13.0","24.0","35.0","4.0","45.0","47.0","20.0","ok","0.014535004890805123","44.0","","0.3381070705539441","11.0","0.38086112344648565","2.0","","0.8344099655791941","1490"
"24.237856","0.4017917671174811","9.0","57.0","16.0","5.0","46.0","87.0","6.0","ok","0.020828689890192615","21.0","","0.9608108355206216","4.0","0.4296166658267915","3.0","","0.9800301485118212","1491"
"16.300611","0.3853700605838697","14.0","62.0","9.0","5.0","33.0","65.0","10.0","ok","0.01037751225134411","30.0","","0.4911147079770547","14.0","0.19984418825974545","1.0","","0.6360088210447042","1492"
"14.296346","0.297095769491563","10.0","34.0","7.0","3.0","35.0","19.0","15.0","ok","0.0176014654187217","41.0","","0.22439006027168762","3.0","0.4080866590774374","1.0","","0.7516604149693882","1493"
"27.650405","0.27251469036281983","10.0","39.0","17.0","4.0","49.0","19.0","54.0","ok","0.018751943452234267","32.0","","0.5981768846701291","14.0","0.10990688142474041","2.0","","0.6845836966835468","1494"
"23.027442","0.15130600776245662","16.0","68.0","8.0","4.0","14.0","57.0","61.0","ok","0.13976580966551727","38.0","","0.24979016849034819","11.0","0.4612670774916555","2.0","","0.7640166018754415","1495"
"21.737023","0.3647292430241513","8.0","78.0","47.0","4.0","25.0","92.0","18.0","ok","0.04521386308887081","22.0","","0.8079566835775942","13.0","0.4256724775135586","1.0","","0.7860064612231195","1496"
"22.622773","0.20698215444924437","13.0","72.0","8.0","4.0","10.0","5.0","37.0","ok","0.04025542910270004","29.0","","0.7087059259178933","13.0","0.14499361425265353","2.0","","0.819488715010162","1497"
"20.932514","0.3178620014249823","14.0","59.0","30.0","4.0","18.0","26.0","21.0","ok","0.017181986953885748","38.0","","0.2629216320843304","13.0","0.2752100919496158","2.0","","0.6866052509026058","1498"
"18.521622","0.28002519435755246","14.0","74.0","7.0","3.0","25.0","59.0","25.0","ok","0.029933273557980068","27.0","","0.9533823393052525","9.0","0.11638241486342721","2.0","","0.8094855401759858","1499"
"14.392824","0.16730707182522475","14.0","54.0","6.0","4.0","37.0","54.0","63.0","ok","0.11355080596561912","9.0","","0.518452366212488","5.0","0.1610288734252848","0.0","","0.6127910502621385","1500"
"22.744332","0.12842570876026924","14.0","48.0","48.0","4.0","27.0","60.0","39.0","ok","0.25629147073859715","41.0","","0.6105268783145973","5.0","0.08551581359768679","1.0","","0.672948425529986","1501"
"18.921824","0.39495998533283877","12.0","24.0","10.0","5.0","11.0","96.0","11.0","ok","0.03885880699301753","43.0","","0.8130276347761013","8.0","0.08933110214935808","2.0","","0.9231258594927967","1502"
"20.125831","0.24918713654006866","11.0","39.0","60.0","3.0","11.0","77.0","23.0","ok","0.06806868525561315","9.0","","0.11576824009326075","5.0","0.2619252576395954","1.0","","0.7253371857448363","1503"
"28.661965","0.42624041524326195","11.0","58.0","40.0","4.0","28.0","53.0","10.0","ok","0.01464082835266522","35.0","","0.29439878342161535","13.0","0.1996853949669236","3.0","","0.865841709659321","1504"
"14.204378","0.5000742026903914","13.0","37.0","12.0","3.0","6.0","20.0","9.0","ok","0.029627424371146564","17.0","","0.3867437328092673","16.0","0.1742627836462324","1.0","","0.6888173494754801","1505"
"20.117373","0.19215210720497333","12.0","59.0","11.0","5.0","41.0","12.0","62.0","ok","0.029944382557153214","21.0","","0.7990409858091921","5.0","0.4464749065402766","1.0","","0.8287415425378984","1506"
"17.7067","0.16031065688954493","11.0","22.0","7.0","4.0","6.0","84.0","24.0","ok","0.16411610472818214","8.0","","0.5257151687291278","4.0","0.31493827225237514","1.0","","0.6836712764867271","1507"
"12.692833","0.15539203276332228","14.0","22.0","7.0","4.0","23.0","17.0","26.0","ok","0.1388445318512515","11.0","","0.9607056734475266","3.0","0.46689070585865894","0.0","","0.8243070085763797","1508"
"21.823803","0.1263103376228496","15.0","78.0","11.0","5.0","27.0","41.0","50.0","ok","0.12644125962770192","12.0","","0.7296850849342702","12.0","0.34391931209774257","2.0","","0.6509567871727663","1509"
"30.263729","0.12923107467946315","10.0","44.0","18.0","5.0","44.0","50.0","27.0","ok","0.21978062564664264","6.0","","0.6646482943810537","13.0","0.12245611675517246","3.0","","0.7012419172285675","1510"
"22.239732","0.37833800625139064","12.0","76.0","58.0","4.0","5.0","9.0","14.0","ok","0.011382230548498637","34.0","","0.994986750075398","12.0","0.24290954999951864","2.0","","0.6572215727511476","1511"
"28.460184","0.12421605825772479","13.0","60.0","14.0","5.0","25.0","48.0","24.0","ok","0.15111606242409054","20.0","","0.3231132966465995","3.0","0.23490210419289156","3.0","","0.9418351923031648","1512"
"21.33671","0.2074927828744094","13.0","60.0","37.0","4.0","16.0","31.0","20.0","ok","0.037920530157130115","28.0","","0.995382723107843","4.0","0.2488055984688127","1.0","","0.9917502599693868","1513"
"72.775144","0.45298748376220915","13.0","52.0","70.0","5.0","48.0","25.0","17.0","ok","0.015569148251423456","34.0","","0.3073048470689187","8.0","0.4226244211290681","3.0","","0.8123574061945136","1514"
"17.504114","0.2567248073820729","13.0","78.0","7.0","4.0","19.0","46.0","5.0","ok","0.16038086336786364","11.0","","0.4388207700921999","4.0","0.12970617289208175","2.0","","0.5473268885296074","1515"
"17.917401","0.16953704534686778","15.0","36.0","28.0","5.0","16.0","27.0","22.0","ok","0.04162202824812524","12.0","","0.42337830897912787","11.0","0.14797435830282904","1.0","","0.7650465131362493","1516"
"51.798125","0.2700979257104474","10.0","34.0","75.0","4.0","21.0","92.0","24.0","ok","0.1782086562753792","37.0","","0.8029586410596887","15.0","0.215669900530926","2.0","","0.9420218913205372","1517"
"20.42045","0.4537934094066401","12.0","39.0","11.0","4.0","32.0","46.0","8.0","ok","0.011459902479615518","42.0","","0.8181628060423177","13.0","0.2182429663167669","2.0","","0.9558439072596403","1518"
"27.56263","0.31884790730275486","13.0","33.0","32.0","4.0","39.0","35.0","26.0","ok","0.12437527513921973","41.0","","0.6372510711103985","8.0","0.43813446509227266","2.0","","0.6636578095404854","1519"
"21.022322","0.13130283726738942","10.0","63.0","17.0","4.0","32.0","59.0","66.0","ok","0.15520746823530618","28.0","","0.974097932048133","5.0","0.2795718659126876","1.0","","0.575657456765881","1520"
"20.127802","0.38918120582289134","13.0","21.0","23.0","3.0","22.0","78.0","6.0","ok","0.016323919238645273","42.0","","0.17179265005647204","11.0","0.08927289486323702","2.0","","0.8075854439131562","1521"
"22.344583","0.21017519555881856","16.0","39.0","53.0","4.0","28.0","33.0","23.0","ok","0.1131004826274609","33.0","","0.23863064954826502","8.0","0.22584277017672183","1.0","","0.7166729706811381","1522"
"12.685257","0.29309939815428687","10.0","71.0","18.0","3.0","14.0","59.0","12.0","ok","0.028900472948983253","47.0","","0.5704557737935166","5.0","0.1676923259977978","0.0","","0.858072912316739","1523"
"15.903024","0.3857400506977225","13.0","37.0","66.0","5.0","5.0","10.0","14.0","ok","0.037637192397771586","17.0","","0.36998119435967325","11.0","0.46660370525450096","0.0","","0.8627272664166861","1524"
"22.439657","0.13176528114220962","12.0","24.0","9.0","4.0","31.0","29.0","73.0","ok","0.11420504887234309","25.0","","0.3995901423800269","5.0","0.3979888950432557","2.0","","0.6173813720647959","1525"
"41.138623","0.14543413023951438","12.0","69.0","51.0","3.0","29.0","35.0","17.0","ok","0.27679622223166295","44.0","","0.8816650490977463","16.0","0.0890592397624847","3.0","","0.8151461307902508","1526"
"43.919269","0.1632713516558484","10.0","51.0","14.0","4.0","31.0","50.0","25.0","ok","0.06548979002236109","26.0","","0.340170474750369","15.0","0.15533919462791523","3.0","","0.9509975458615731","1527"
"15.105068","0.4195571403844784","8.0","47.0","9.0","3.0","38.0","42.0","18.0","ok","0.012022323249813685","36.0","","0.6807814316077712","3.0","0.13791414841577557","1.0","","0.6815054791609221","1528"
"36.924282","0.2947726928856138","9.0","54.0","41.0","5.0","50.0","81.0","18.0","ok","0.09602917254645046","49.0","","0.9065707631514487","11.0","0.2697077267613827","2.0","","0.9694713183307956","1529"
"27.255176","0.13413522375427622","12.0","76.0","18.0","4.0","24.0","79.0","45.0","ok","0.25680465246286","44.0","","0.8294913335592164","13.0","0.2707261305308648","2.0","","0.6672680957426103","1530"
"15.707631","0.267956791778116","14.0","45.0","7.0","5.0","16.0","49.0","10.0","ok","0.09296939574161259","33.0","","0.3148383825816122","9.0","0.17110897495159225","1.0","","0.7622638603767788","1531"
"32.902773","0.11459146280101891","15.0","55.0","62.0","5.0","40.0","16.0","32.0","ok","0.10655926900681847","10.0","","0.8981966093611368","10.0","0.11905289491035974","1.0","","0.8927319377484855","1532"
"21.227401","0.19227812117817664","12.0","44.0","7.0","3.0","17.0","45.0","39.0","ok","0.027320286484469367","19.0","","0.5196816834656575","7.0","0.24044695684766357","3.0","","0.7525822885396614","1533"
"21.824241","0.21529916958447984","15.0","45.0","8.0","4.0","28.0","69.0","34.0","ok","0.03575503190536796","10.0","","0.7243909426322466","16.0","0.12321434112967339","3.0","","0.9035436594660549","1534"
"12.390197","0.19730640503178998","14.0","70.0","6.0","4.0","24.0","81.0","6.0","ok","0.1586795287636238","31.0","","0.9999788575323055","11.0","0.19258680902694764","0.0","","0.6907931629563202","1535"
"14.099435","0.13714202664665484","13.0","24.0","21.0","4.0","33.0","98.0","16.0","ok","0.2494516946575279","23.0","","0.6413365765632829","2.0","0.17395637620290258","0.0","","0.5786954362227804","1536"
"21.8468","0.1341785711413439","15.0","42.0","7.0","4.0","20.0","17.0","35.0","ok","0.05464537922833776","16.0","","0.8204062066638941","13.0","0.45774035717536576","3.0","","0.8299242538101754","1537"
"22.741069","0.24467542926415842","12.0","54.0","14.0","5.0","29.0","84.0","12.0","ok","0.11087961064560892","26.0","","0.8285853430883133","10.0","0.44473019977481815","3.0","","0.8274179746999238","1538"
"17.114026","0.326204418724302","12.0","55.0","20.0","4.0","46.0","21.0","20.0","ok","0.029839323231226067","32.0","","0.3154287153576284","2.0","0.19931399839300876","1.0","","0.7513168562906719","1539"
"15.300849","0.3778732623656424","16.0","33.0","9.0","5.0","13.0","76.0","16.0","ok","0.01061431597191357","11.0","","0.1714824101558886","7.0","0.47334710429808685","1.0","","0.7697361549821611","1540"
"21.634936","0.29180451796010404","11.0","42.0","17.0","4.0","46.0","89.0","39.0","ok","0.01661947368110248","12.0","","0.5965115370571257","11.0","0.17396560525660243","2.0","","0.6029307912396228","1541"
"24.365865","0.25113110966985114","15.0","51.0","44.0","4.0","45.0","90.0","19.0","ok","0.18466924780540978","14.0","","0.6855406321252356","14.0","0.4937128750760824","1.0","","0.9351369930734968","1542"
"13.594752","0.27036628130656165","9.0","71.0","11.0","4.0","24.0","43.0","18.0","ok","0.032051320338166496","33.0","","0.9978123017971653","13.0","0.22318300864459148","0.0","","0.9049363430737738","1543"
"16.202818","0.14979422521638594","15.0","66.0","21.0","4.0","20.0","28.0","54.0","ok","0.09164193715703889","27.0","","0.20787719315921582","5.0","0.47758733579939316","0.0","","0.5812660521130784","1544"
"16.711332","0.22235882035609397","12.0","32.0","5.0","3.0","14.0","4.0","7.0","ok","0.20163878159443074","17.0","","0.39804811903596427","11.0","0.08191876367990755","2.0","","0.5284544105066983","1545"
"64.348538","0.17957511354321623","9.0","51.0","57.0","4.0","43.0","61.0","26.0","ok","0.14378335175933776","15.0","","0.9546155857293889","16.0","0.182171865866206","3.0","","0.7040773520406239","1546"
"19.733804","0.41983527731787174","14.0","33.0","35.0","4.0","47.0","76.0","8.0","ok","0.010809682842340278","45.0","","0.15687564093076578","7.0","0.13709009980700795","1.0","","0.8188656564533523","1547"
"31.268344","0.2007699693424804","9.0","61.0","14.0","4.0","48.0","20.0","36.0","ok","0.03278226540665472","26.0","","0.4854394436813102","5.0","0.3619352411210282","3.0","","0.9556150795213618","1548"
"24.653811","0.31527326578765","10.0","61.0","38.0","5.0","37.0","43.0","19.0","ok","0.04147406153064639","28.0","","0.14651406492654043","7.0","0.24657225652612502","2.0","","0.816040193702426","1549"
"18.918832","0.16165451750211415","9.0","58.0","9.0","4.0","17.0","94.0","59.0","ok","0.053723074535836794","24.0","","0.7347389719246865","16.0","0.23822753221344778","1.0","","0.8602668128680009","1550"
"22.526665","0.2508008211260084","11.0","50.0","13.0","4.0","6.0","97.0","42.0","ok","0.02382309044738815","23.0","","0.8107133433128599","10.0","0.42083785926200623","3.0","","0.6720314649465369","1551"
"16.914253","0.3532775042383749","11.0","40.0","22.0","5.0","25.0","97.0","6.0","ok","0.025936790699736135","34.0","","0.3073131039695529","11.0","0.12043762341990283","1.0","","0.5595923042381129","1552"
"13.894371","0.43153849736374233","13.0","30.0","45.0","4.0","14.0","81.0","5.0","ok","0.060029729617372365","29.0","","0.1260028104821496","3.0","0.27261396611827754","0.0","","0.7865170970613135","1553"
"17.711574","0.17270213271844415","11.0","35.0","6.0","4.0","14.0","29.0","11.0","ok","0.28824933022054255","36.0","","0.14049852296326903","10.0","0.16244480265661398","2.0","","0.5460893115930618","1554"
"18.412152","0.24249041280704284","13.0","22.0","8.0","4.0","47.0","63.0","16.0","ok","0.06346642055016054","12.0","","0.5648331778279392","7.0","0.2659505047622048","2.0","","0.5890191870517024","1555"
"25.36048","0.3480482765920456","16.0","66.0","17.0","5.0","37.0","26.0","27.0","ok","0.017946486646816185","23.0","","0.7602264537594761","14.0","0.4142633811127037","3.0","","0.6366325582148449","1556"
"21.634009","0.2982046090263762","10.0","20.0","34.0","3.0","28.0","42.0","5.0","ok","0.11480184365145012","24.0","","0.3577194312601246","16.0","0.2956887846276456","2.0","","0.6013362998851807","1557"
"21.747935","0.3246867391690669","12.0","71.0","48.0","3.0","38.0","22.0","6.0","ok","0.05992301233874464","26.0","","0.4589236465159935","7.0","0.1982013718977495","1.0","","0.6943117992191129","1558"
"18.519742","0.12064018260475755","11.0","62.0","30.0","4.0","25.0","23.0","25.0","ok","0.20672078779231565","34.0","","0.5596531284658718","3.0","0.17101547615956314","1.0","","0.8408448895814502","1559"
"19.221963","0.21945511891912697","14.0","42.0","24.0","4.0","10.0","75.0","35.0","ok","0.025580679509624452","24.0","","0.8214878708474858","8.0","0.2506738745058533","1.0","","0.8730489720202272","1560"
"20.426564","0.14907975893648776","9.0","66.0","7.0","3.0","21.0","60.0","34.0","ok","0.14076463411787032","35.0","","0.9236017326131535","15.0","0.37290894383002665","2.0","","0.820672170787812","1561"
"17.819154","0.3615547909337671","10.0","64.0","30.0","4.0","38.0","28.0","8.0","ok","0.03506671414694284","19.0","","0.2488056185098022","6.0","0.1768402193752922","1.0","","0.7925895575045434","1562"
"66.331065","0.31272422805423744","15.0","36.0","41.0","5.0","44.0","94.0","19.0","ok","0.01765805441267366","15.0","","0.9038379763477137","15.0","0.10814061123604322","3.0","","0.7306937960330204","1563"
"25.136627","0.15752794293087832","16.0","66.0","5.0","4.0","44.0","30.0","65.0","ok","0.035241686817629916","12.0","","0.931979054690382","13.0","0.13844177760289797","3.0","","0.6221107986475412","1564"
"18.721541","0.21599630910065212","8.0","40.0","49.0","4.0","37.0","42.0","8.0","ok","0.17999166446559836","46.0","","0.8656956485059468","12.0","0.3095175411417152","0.0","","0.7591075674230712","1565"
"12.587738","0.157935543677166","14.0","31.0","13.0","4.0","17.0","53.0","26.0","ok","0.1876887733460747","29.0","","0.3422614084649397","3.0","0.14184493652230407","0.0","","0.7913909138051227","1566"
"22.64861","0.4669197496372279","13.0","58.0","37.0","3.0","14.0","17.0","7.0","ok","0.014531056922120986","30.0","","0.610553716406735","3.0","0.4531132558692615","3.0","","0.5250649231109796","1567"
"20.324319","0.13439016961091702","11.0","67.0","15.0","4.0","20.0","40.0","56.0","ok","0.15806758291685544","10.0","","0.3913431600509665","6.0","0.37699285557836176","2.0","","0.8914575785994376","1568"
"14.301012","0.3538193628882329","12.0","35.0","5.0","4.0","12.0","71.0","6.0","ok","0.14885467209653305","5.0","","0.4747490260970546","16.0","0.3181077015997954","1.0","","0.5224177114009045","1569"
"19.716246","0.12556281340899458","13.0","48.0","12.0","3.0","22.0","9.0","50.0","ok","0.08394630096225968","49.0","","0.5267256578737188","2.0","0.19259922634973398","2.0","","0.7316388606164722","1570"
"17.515697","0.2064602850291605","13.0","62.0","66.0","3.0","18.0","63.0","11.0","ok","0.1308584307763405","47.0","","0.7188399332040373","7.0","0.27018335441138","0.0","","0.9489806180117538","1571"
"17.808924","0.4605813056107517","10.0","76.0","6.0","4.0","30.0","91.0","5.0","ok","0.021724976560405746","44.0","","0.8880109669084507","13.0","0.09916178041496439","2.0","","0.5464931382952056","1572"
"24.948078","0.3648219450368","15.0","58.0","41.0","3.0","36.0","44.0","6.0","ok","0.010892556765512438","8.0","","0.1493872863569245","15.0","0.10063800059613136","3.0","","0.6374923653541671","1573"
